2025-09-16 20:43:08 | INFO | Kafka producer connected to localhost:9092
2025-09-16 20:43:08 | INFO | {'message': 'I just saw travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:08', 'category': 'travel', 'sentiment': 0.4, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-16 20:43:09 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:08', 'category': 'travel', 'sentiment': 0.4, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-16 20:43:14 | INFO | {'message': 'I just loved a meme! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-16 20:43:14', 'category': 'humor', 'sentiment': 0.04, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-16 20:43:14 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a meme! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-16 20:43:14', 'category': 'humor', 'sentiment': 0.04, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-16 20:43:19 | INFO | {'message': 'I just found an app! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-16 20:43:19', 'category': 'other', 'sentiment': 0.16, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-16 20:43:19 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found an app! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-16 20:43:19', 'category': 'other', 'sentiment': 0.16, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-16 20:43:25 | INFO | {'message': 'I just saw recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:25', 'category': 'food', 'sentiment': 0.92, 'keyword_mentioned': 'recipe', 'message_length': 32}
2025-09-16 20:43:25 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:25', 'category': 'food', 'sentiment': 0.92, 'keyword_mentioned': 'recipe', 'message_length': 32}
2025-09-16 20:43:30 | INFO | {'message': 'I just saw JavaScript! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-16 20:43:30', 'category': 'tech', 'sentiment': 0.97, 'keyword_mentioned': 'JavaScript', 'message_length': 37}
2025-09-16 20:43:30 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw JavaScript! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-16 20:43:30', 'category': 'tech', 'sentiment': 0.97, 'keyword_mentioned': 'JavaScript', 'message_length': 37}
2025-09-16 20:43:35 | INFO | {'message': 'I just loved a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:35', 'category': 'humor', 'sentiment': 0.82, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-16 20:43:35 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:35', 'category': 'humor', 'sentiment': 0.82, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-16 20:43:40 | INFO | {'message': 'I just tried game! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:40', 'category': 'gaming', 'sentiment': 0.26, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-16 20:43:40 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried game! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:40', 'category': 'gaming', 'sentiment': 0.26, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-16 20:43:45 | INFO | {'message': 'I just loved Python! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-16 20:43:45', 'category': 'tech', 'sentiment': 0.33, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-16 20:43:45 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved Python! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-16 20:43:45', 'category': 'tech', 'sentiment': 0.33, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-16 20:43:50 | INFO | {'message': 'I just tried recipe! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:50', 'category': 'food', 'sentiment': 0.68, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-16 20:43:50 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried recipe! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-16 20:43:50', 'category': 'food', 'sentiment': 0.68, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-16 20:43:55 | INFO | {'message': 'I just shared a story! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-16 20:43:55', 'category': 'other', 'sentiment': 0.21, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-16 20:43:55 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a story! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-16 20:43:55', 'category': 'other', 'sentiment': 0.21, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-16 20:44:01 | INFO | {'message': 'I just saw game! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-16 20:44:01', 'category': 'gaming', 'sentiment': 0.75, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-16 20:44:01 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw game! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-16 20:44:01', 'category': 'gaming', 'sentiment': 0.75, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-16 20:44:06 | INFO | {'message': 'I just loved a meme! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-16 20:44:06', 'category': 'humor', 'sentiment': 0.57, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-16 20:44:06 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a meme! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-16 20:44:06', 'category': 'humor', 'sentiment': 0.57, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-16 20:44:11 | INFO | {'message': 'I just loved a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-16 20:44:11', 'category': 'other', 'sentiment': 0.94, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-16 20:44:11 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-16 20:44:11', 'category': 'other', 'sentiment': 0.94, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-16 20:44:16 | INFO | {'message': 'I just saw travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-16 20:44:16', 'category': 'travel', 'sentiment': 0.8, 'keyword_mentioned': 'travel', 'message_length': 33}
2025-09-16 20:44:16 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-16 20:44:16', 'category': 'travel', 'sentiment': 0.8, 'keyword_mentioned': 'travel', 'message_length': 33}
2025-09-16 20:44:21 | INFO | {'message': 'I just tried an app! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-16 20:44:21', 'category': 'other', 'sentiment': 0.81, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-16 20:44:21 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried an app! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-16 20:44:21', 'category': 'other', 'sentiment': 0.81, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-16 20:44:26 | INFO | {'message': 'I just shared Python! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-16 20:44:26', 'category': 'tech', 'sentiment': 0.75, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-16 20:44:26 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared Python! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-16 20:44:26', 'category': 'tech', 'sentiment': 0.75, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-16 20:44:32 | INFO | {'message': 'I just loved a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-16 20:44:32', 'category': 'other', 'sentiment': 0.9, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-16 20:44:32 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-16 20:44:32', 'category': 'other', 'sentiment': 0.9, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-16 20:44:37 | INFO | {'message': 'I just loved JavaScript! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-16 20:44:37', 'category': 'tech', 'sentiment': 0.92, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-16 20:44:37 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved JavaScript! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-16 20:44:37', 'category': 'tech', 'sentiment': 0.92, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
